id,fecha_operación,precio,recamaras,baños,m2_construcción,m2_terreno,pisos,frente_agua,vista,condición,calidad,m2_sobre_calle,m2_sotano,año_construcción,año_renovación,código_postal,latitud,longitud,m2_construcción_vecinal,m2_terreno_vecinal,agente_id
1860600135,02/05/2014,2384000,5,2.5,1112.5,2758.4,2,0,4,5,10,3370,280,1921,0,98119,47.6345,-122.367,2880,5400,11
1868902745,02/05/2014,805000,3,2,826,1371.6,1.5,0,0,4,8,1880,830,1929,0,98115,47.6747,-122.295,2060,4500,9
1962200037,02/05/2014,626000,3,2.25,533.4,479.1,2.5,0,0,3,9,1470,280,2005,0,98102,47.6498,-122.321,2410,3050,1
1982201345,02/05/2014,440000,2,1,243.8,1478.3,1,0,0,4,7,800,0,1944,0,98107,47.6639,-122.364,1150,4365,9
1999700045,02/05/2014,313000,3,1.5,408.4,2411.6,1.5,0,0,3,7,1340,0,1955,0,98133,47.7658,-122.339,1480,7940,11
2011000010,02/05/2014,257950,3,1.75,417.6,1785.5,1,0,0,3,7,1370,0,1987,0,98198,47.3815,-122.313,1400,7500,8
2025700730,02/05/2014,287200,3,3,563.9,6085.6,1,0,0,4,7,1090,760,1992,0,98038,47.3493,-122.034,1410,6715,11
2201501015,02/05/2014,430000,4,1.5,585.2,3048,1,0,0,4,7,1070,850,1954,0,98006,47.5725,-122.133,1450,10836,11
2202500290,02/05/2014,435000,4,1,442,2682.2,1,0,0,4,7,1450,0,1954,0,98006,47.5746,-122.135,1260,8942,7
2207200675,02/05/2014,419000,3,1.5,478.5,2042.2,1,0,0,4,7,1570,0,1956,0,98007,47.6022,-122.134,1570,7300,10
2326059099,02/05/2014,838000,4,2.5,1008.9,13105.8,2,0,0,3,9,3310,0,2001,0,98052,47.7232,-122.131,3350,42847,8
2391600950,02/05/2014,439950,3,2.5,539.5,876.3,2,0,0,3,8,1770,0,1990,0,98116,47.5631,-122.397,1770,3833,5
2423600100,02/05/2014,491500,4,1.75,667.5,38237.8,1,0,2,3,9,2190,0,1968,0,98092,47.2703,-122.069,3000,125017,2
2493200195,02/05/2014,615000,3,1.75,719.3,2222.3,1,0,0,4,8,1360,1000,1948,0,98136,47.5274,-122.384,1860,5499,2
2591720070,02/05/2014,482000,4,2.5,826,10932.6,2,0,0,3,9,2710,0,1989,0,98038,47.375,-122.022,2780,36224,9
2618300080,02/05/2014,242500,3,1.5,365.8,2962.7,1,0,0,4,7,1200,0,1965,0,98042,47.4225,-122.153,1380,10284,8
2738600140,02/05/2014,499950,4,2.5,871.7,1019.6,2,0,0,3,8,2190,670,2004,0,98072,47.7735,-122.158,2860,3596,6
2771102144,02/05/2014,385000,3,3.25,402.3,404.5,2,0,0,3,8,1040,280,2008,0,98199,47.6506,-122.383,1440,1263,5
3221059036,02/05/2014,400000,4,2.5,1106.4,13071,1.5,0,0,3,9,2300,1330,1979,0,98092,47.2617,-122.19,2830,80148,11
3328500250,02/05/2014,285000,4,2.5,670.6,2864.2,2,0,0,3,8,2200,0,1987,0,98001,47.3406,-122.269,2310,9176,6
3390600010,02/05/2014,365000,3,1,332.2,1961.4,1,0,0,4,7,1090,0,1955,0,98106,47.5334,-122.365,1340,6435,6
3438501320,02/05/2014,295000,2,2.5,496.8,417,2,0,0,3,7,1280,350,2009,0,98106,47.5489,-122.363,1590,2306,1
3832050580,02/05/2014,300000,3,2.5,774.2,1539.2,2,0,0,3,7,2540,0,2006,0,98042,47.3358,-122.055,2280,5050,1
3876200060,02/05/2014,382500,4,1.75,475.5,2651.8,1,0,0,4,7,1560,0,1967,0,98034,47.7274,-122.181,2080,8000,3
4040800810,02/05/2014,420000,3,2.25,609.6,2447.5,1,0,0,4,8,1000,1000,1963,0,98008,47.6188,-122.114,2070,8250,10
4217401055,02/05/2014,1400000,4,2.5,890,1219.2,1.5,0,0,5,8,1910,1010,1909,0,98105,47.6578,-122.28,2470,4000,1
4219400290,02/05/2014,1200000,5,2.75,887,2889.5,1.5,0,0,3,8,2910,0,1939,0,98105,47.6552,-122.278,2940,6600,11
4408100095,02/05/2014,308500,2,1,259.1,1881.8,1,0,0,4,7,850,0,1950,0,98155,47.7352,-122.328,1100,6174,1
5056500260,02/05/2014,440000,4,2.25,658.4,2474.7,1,0,0,3,8,1080,1080,1966,0,98006,47.5443,-122.177,1850,9000,11
5072200040,02/05/2014,403000,3,2,597.4,3992.9,1,0,2,5,8,1650,310,1957,0,98166,47.4419,-122.34,1960,10518,11
5100401414,02/05/2014,490000,2,1,268.2,1944.6,1,0,0,3,7,880,0,1938,1994,98115,47.6924,-122.322,1340,6380,11
5101405331,02/05/2014,495000,4,1.75,487.7,1944.6,1,0,0,3,8,1130,470,1959,0,98125,47.701,-122.306,1090,6380,8
5467900070,02/05/2014,342000,3,2,588.3,3641.4,1,0,0,4,8,1930,0,1966,0,98042,47.3672,-122.151,2200,12825,2
5561000190,02/05/2014,437500,3,2.25,600.5,10698.5,2,0,0,4,9,1970,0,1977,0,98027,47.4635,-121.991,2340,35100,11
5561000920,02/05/2014,630000,4,2.75,826,11362,2,0,0,3,9,2710,0,2000,0,98027,47.4634,-121.987,2390,39299,11
5652600185,02/05/2014,750000,3,1.75,682.8,3224.2,2,0,0,5,8,1550,690,1923,0,98115,47.6954,-122.292,1570,10578,9
6127600110,02/05/2014,640000,4,2,463.3,1889.8,1.5,0,0,3,7,1520,0,1945,0,98115,47.678,-122.269,1910,6200,3
6403500290,02/05/2014,407500,3,2.5,588.3,3188.2,2,0,0,3,8,1930,0,1996,0,98059,47.4938,-122.161,2290,8228,4
6600780130,02/05/2014,367500,4,3,947.9,2204,2,0,0,3,8,3110,0,1997,0,98092,47.3279,-122.191,2820,7311,2
7197300105,02/05/2014,550000,4,2.5,591.3,3200.4,1,0,0,4,7,1140,800,1976,0,98052,47.683,-122.114,2200,10500,2
7305300695,02/05/2014,625000,4,2.5,859.5,2562.8,2,0,0,3,9,2820,0,2014,0,98155,47.7538,-122.325,1300,8408,4
7399300120,02/05/2014,260000,4,2,451.1,2628.9,1,0,0,4,7,1480,0,1974,0,98055,47.462,-122.193,2130,8502,10
7525000080,02/05/2014,588500,3,1.75,710.2,4539.1,1,0,0,3,8,1970,360,1980,0,98074,47.6267,-122.046,2570,14217,6
7525100520,02/05/2014,335000,2,2,411.5,780.3,1,0,0,3,8,1350,0,1976,0,98052,47.6344,-122.107,1790,2560,10
7525410190,02/05/2014,550000,3,1.75,887,10729,1.5,0,0,3,8,2910,0,1979,0,98075,47.5747,-122.035,2590,37500,7
7575600100,02/05/2014,285000,3,2.5,637,3302.2,1,0,0,4,8,1360,730,1987,0,98003,47.3537,-122.303,1750,8595,9
7739100015,02/05/2014,463000,3,1.75,521.2,2231.1,1,0,0,3,7,1710,0,1948,0,98155,47.7512,-122.281,2260,8839,11
7831800460,02/05/2014,235000,2,1,368.8,2865.1,1,0,0,2,6,1210,0,1949,0,98106,47.5342,-122.36,1580,6026,1
7853220390,02/05/2014,785000,5,3.25,1115.6,3656.1,2,0,2,3,10,3660,0,2006,0,98065,47.5337,-121.86,3320,11241,6
7853361370,02/05/2014,555000,4,2.5,1008.9,1981.2,2,0,0,3,8,3310,0,2012,0,98065,47.515,-121.87,2380,5000,11
8564860280,02/05/2014,459990,3,2.5,816.9,1688.3,2,0,0,3,8,2680,0,2013,0,98045,47.4761,-121.734,2990,6037,1
8673400086,02/05/2014,445700,3,2.5,387.1,359.7,3,0,0,3,8,1270,0,2001,0,98107,47.6697,-122.392,1320,1180,6
9267200226,02/05/2014,436110,3,2.5,539.5,376.4,3,0,0,3,8,1600,170,2007,0,98103,47.6965,-122.342,1680,1203,7
9294300070,02/05/2014,650000,4,2,554.7,1524,1.5,0,1,3,7,1640,180,1945,0,98115,47.6815,-122.269,2060,5000,9
1523069197,03/05/2014,379880,3,2.5,502.9,4283.7,1,0,0,4,7,1130,520,1986,0,98027,47.4821,-122.017,1940,87555,2
7708180040,03/05/2014,625000,4,2.75,890,2013.2,2,0,0,3,8,2920,0,2012,0,98059,47.4909,-122.144,3030,6605,6
8132700150,03/05/2014,553000,2,1,274.3,1524,1,0,0,3,7,900,0,1944,0,98117,47.6883,-122.395,1280,5000,5
9474700020,03/05/2014,310000,3,1,307.8,3031.2,1,0,0,4,6,1010,0,1973,0,98065,47.5324,-121.763,1390,12710,2
2591830130,04/05/2014,365000,3,2.5,670.6,2240.3,1,0,0,5,8,1570,630,1988,0,98058,47.4395,-122.161,2350,7557,7
4003000285,04/05/2014,628000,4,2,694.9,1831.8,1,0,0,3,7,1140,1140,1900,0,98122,47.6034,-122.289,2240,6200,11
4137010530,04/05/2014,331950,4,2.5,771.1,3027.6,2,0,2,3,8,2010,520,1990,0,98092,47.2654,-122.216,2140,9933,11
8682250090,04/05/2014,775000,2,2.5,816.9,2253.1,1,0,0,3,9,2680,0,2004,0,98053,47.717,-122.026,2315,7045,7
9829201058,04/05/2014,783500,3,2.5,868.7,2173.2,2,0,0,3,10,1990,860,1980,0,98122,47.603,-122.289,2280,6459,10
23500180,05/05/2014,570000,3,2.25,612.6,1828.8,1,0,0,3,8,1330,680,1975,0,98052,47.6912,-122.115,2080,8260,11
124069032,05/05/2014,600000,3,1.75,509,12082,1,0,0,4,8,1670,0,1976,1992,98075,47.5929,-121.989,2330,30492,9
207500012,05/05/2014,855000,4,2.75,792.5,1642.9,1,0,0,4,8,1300,1300,1960,0,98199,47.6382,-122.397,2550,5600,1
259500270,05/05/2014,478000,3,2.5,926.6,1382.3,2,0,0,3,9,3040,0,2007,0,98056,47.51,-122.185,2670,4666,2
259600530,05/05/2014,501000,4,1,630.9,2291.8,1,0,0,3,7,1160,910,1963,0,98008,47.632,-122.119,1730,7519,4
263000155,05/05/2014,418000,3,2,429.8,1837.9,1.5,0,0,4,7,1410,0,1930,0,98103,47.6994,-122.347,1410,6300,9
319500570,05/05/2014,780000,4,2.5,832.1,3133.6,2,0,2,3,9,2730,0,1996,0,98074,47.6227,-122.029,2750,7220,9
325059171,05/05/2014,900000,3,1,405.4,23765.9,1,0,0,3,7,1330,0,1928,1954,98033,47.6891,-122.159,1340,17689,7
425069020,05/05/2014,1090000,4,2.5,1322.8,43150.5,2.5,0,0,3,11,4340,0,1992,0,98053,47.6805,-122.048,2720,97138,11
723000114,05/05/2014,1395000,5,3.5,1222.2,2593.8,2,0,1,5,9,2850,1160,1971,0,98105,47.6578,-122.286,2610,6128,1
993001330,05/05/2014,406100,3,2.25,429.8,406,3,0,0,3,8,1410,0,2005,0,98103,47.6916,-122.34,1430,1448,9
1196000007,05/05/2014,384900,5,2.5,941.8,3886.2,1,0,0,3,8,1750,1340,1968,0,98023,47.3408,-122.335,1760,25919,11
1225069038,05/05/2014,2280000,7,8,4127,93802.8,3,0,4,3,12,9410,4130,1999,0,98053,47.6675,-121.986,4850,217800,1
1402810140,05/05/2014,300000,3,2,320,3069.9,1,0,0,3,7,1050,0,1986,0,98019,47.7341,-121.976,1130,10087,1
1446403305,05/05/2014,206000,2,1,246.9,2181.8,1,0,0,5,6,810,0,1944,0,98168,47.4882,-122.325,1090,7158,9
1549500370,05/05/2014,210000,3,1,408.4,93527.3,1,0,0,3,5,1340,0,1953,0,98019,47.7534,-121.912,1800,128066,1
1823069155,05/05/2014,525888,5,1.75,777.2,21907.2,1,0,0,5,7,1810,740,1960,0,98027,47.4845,-122.08,2170,51400,1
1823069213,05/05/2014,249950,3,2,472.4,4584.2,1,0,0,4,6,1550,0,1958,0,98059,47.4873,-122.099,1510,41416,2
1861400060,05/05/2014,740000,4,1.75,612.6,1097.3,1.5,0,0,3,7,2010,0,1902,0,98119,47.6337,-122.371,2010,3600,7
1862400176,05/05/2014,631625,4,2.5,743.7,2027.2,2,0,0,3,9,2440,0,2014,0,98117,47.6971,-122.371,1350,7653,5
1868900775,05/05/2014,618500,3,2,548.6,1524,1,0,0,4,7,1080,720,1942,0,98115,47.6738,-122.297,1800,5000,1
1891100090,05/05/2014,620000,3,1.75,451.1,666,2.5,0,0,3,9,1480,0,2005,0,98034,47.6945,-122.17,1480,2441,11
1898700310,05/05/2014,220000,4,1.5,378,2926.1,1,0,0,3,7,1240,0,1971,0,98023,47.3206,-122.397,1240,9592,1
1954440060,05/05/2014,560000,3,2.5,579.1,2665.2,2,0,0,3,8,1900,0,1987,0,98074,47.62,-122.043,2030,8744,6
2125049120,05/05/2014,770000,3,2,716.3,1737.4,1.5,0,0,4,8,1810,540,1939,0,98112,47.639,-122.31,2170,6000,8
2215500205,05/05/2014,600000,3,1.75,573,1938.5,1,0,0,4,7,1040,840,1945,0,98115,47.6878,-122.286,1770,6175,11
2487700065,05/05/2014,400000,2,1,256,1679.4,1,0,0,3,7,840,0,1955,0,98136,47.5247,-122.391,1630,5510,11
2488200459,05/05/2014,405000,2,3,429.8,378,2,0,0,3,8,1140,270,2006,0,98136,47.5221,-122.39,1410,1273,6
2558720120,05/05/2014,487585,4,1.75,612.6,2807.5,1,0,0,3,7,1470,540,1977,0,98034,47.7206,-122.171,1840,8500,9
2780400035,05/05/2014,665000,4,2.5,853.4,1798.3,1,0,0,3,8,1660,1140,1963,0,98115,47.6809,-122.286,2580,5900,1
2790410250,05/05/2014,615000,4,1.75,701,3566.2,1,0,0,4,9,1960,340,1977,0,98052,47.6331,-122.094,2840,12000,11
2946001645,05/05/2014,232000,2,1,365.8,2457.6,1,0,0,4,6,1200,0,1958,0,98198,47.4204,-122.324,1200,7500,6
2979800409,05/05/2014,416286,3,2.5,429.2,301.4,3,0,0,3,8,1408,0,2005,0,98115,47.6856,-122.315,1408,1342,2
3080000030,05/05/2014,398750,3,2.5,679.7,1219.2,2,0,0,3,7,2230,0,1954,0,98144,47.5801,-122.306,1310,4000,11
3241600150,05/05/2014,287000,3,1,442,1828.8,1,0,0,4,7,1450,0,1953,0,98118,47.5238,-122.287,1170,6464,5
3329520410,05/05/2014,245000,3,1.75,585.2,2836.5,1,0,0,3,7,1000,920,1984,0,98001,47.3319,-122.267,1860,8458,11
3501600235,05/05/2014,585000,2,1,539.5,2633.5,1.5,0,0,3,6,1520,250,1949,0,98117,47.6926,-122.363,1060,4804,11
3574801780,05/05/2014,485000,4,3,713.2,2148.2,1,0,0,4,8,1340,1000,1979,0,98034,47.7306,-122.227,1440,8088,6
3580900260,05/05/2014,340000,5,1,341.4,2749.9,1.5,0,0,4,7,1120,0,1962,0,98034,47.7296,-122.24,1310,7500,11
3619600143,05/05/2014,650000,3,1.5,658.4,2743.2,1,0,2,4,8,1400,760,1949,0,98177,47.7241,-122.369,3010,9000,2
3629910240,05/05/2014,705380,3,2.5,759,1323.7,2,0,0,3,9,2490,0,2003,0,98029,47.5493,-121.993,2130,4106,9
3644100086,05/05/2014,340000,2,1.5,353.6,438.3,2,0,0,3,7,1160,0,2001,0,98144,47.5917,-122.295,1220,1740,8
4083300510,05/05/2014,657100,4,1,423.7,1292.4,1,0,0,3,7,1050,340,1924,0,98103,47.6596,-122.338,1810,4240,6
4123400320,05/05/2014,627000,4,2.25,606.6,2350.6,1,0,0,3,8,1210,780,1973,0,98027,47.5688,-122.087,1720,7393,7
4305600040,05/05/2014,549000,4,2.5,887,1931.8,2,0,0,3,8,2910,0,2008,0,98059,47.4804,-122.126,2500,5877,1
4309710250,05/05/2014,736500,4,2.5,969.3,6676.3,2,0,3,3,9,3180,0,2000,0,98059,47.515,-122.117,3715,29170,11
4385700425,05/05/2014,1425000,2,2.5,676.7,1219.2,2,0,0,3,9,2220,0,2000,0,98112,47.6364,-122.28,1870,4000,7
4440900040,05/05/2014,379950,4,1.75,600.5,2861.8,1,0,0,5,7,1140,830,1960,0,98133,47.7771,-122.339,1820,8135,8
5416510710,05/05/2014,309950,4,2.75,704.1,1524,2,0,0,3,7,2310,0,2006,0,98038,47.3614,-122.035,1980,5000,7
5561301280,05/05/2014,410000,3,2.25,548.6,11187.4,1,0,0,4,8,1360,440,1978,0,98027,47.4688,-122.013,2730,36404,1
5589900590,05/05/2014,400000,2,1.75,643.1,2901.4,1,0,0,2,7,2110,0,1948,0,98155,47.7504,-122.306,1480,9519,7
6071200545,05/05/2014,541125,5,2.75,835.2,2568.2,1,0,0,4,8,1370,1370,1960,0,98006,47.5563,-122.184,2020,8783,1
6143600580,05/05/2014,184000,3,1.75,454.2,3086.1,1,0,0,4,7,1490,0,1962,0,98001,47.3075,-122.284,2488,4981,11
6145600865,05/05/2014,449250,4,2,451.1,1171.7,1.5,0,0,5,7,1480,0,1928,0,98133,47.7042,-122.352,1480,3844,8
6402710120,05/05/2014,309950,3,2.5,573,2389,2,0,0,3,7,1880,0,1994,0,98055,47.4439,-122.19,1810,7915,11
6450303950,05/05/2014,435000,5,2,560.8,2816.4,1,0,0,4,7,1540,300,1942,1958,98133,47.7308,-122.34,1200,5250,7
6450304130,05/05/2014,329950,2,1,347.5,1600.2,1.5,0,0,4,6,1140,0,1949,0,98133,47.731,-122.341,1450,5250,2
6632300212,05/05/2014,366750,3,3,478.8,614.8,3,0,0,3,8,1571,0,2008,0,98125,47.7338,-122.309,1520,1497,7
6666830250,05/05/2014,712198,4,2.5,746.8,1294.5,2,0,0,3,8,2450,0,2013,0,98052,47.7048,-122.113,2970,4685,9
6821101870,05/05/2014,524000,3,1.75,475.5,1682.5,1,0,0,4,6,780,780,1944,0,98199,47.6515,-122.399,1470,6000,11
6865200444,05/05/2014,531000,2,3,387.1,358.1,2,0,0,3,8,1110,160,2000,0,98103,47.6634,-122.34,1290,1800,1
6896300375,05/05/2014,580000,2,1,774.2,2133.6,1,0,0,5,8,1320,1220,1942,0,98118,47.5259,-122.261,2160,6000,3
7300400580,05/05/2014,328000,4,2.5,722.4,1981.2,2,0,0,3,9,2370,0,1998,0,98092,47.3328,-122.173,2590,6137,7
7501000130,05/05/2014,800866,5,2.5,969.3,4208.1,2,0,0,4,10,3180,0,1990,0,98033,47.652,-122.182,3180,13798,8
7784400130,05/05/2014,497300,6,2.75,975.4,2804.2,1,0,2,4,8,1600,1600,1953,0,98146,47.492,-122.364,2220,9500,11
7853302370,05/05/2014,499000,4,2.5,887,1974.8,2,0,0,3,7,2910,0,2006,0,98065,47.5402,-121.887,2320,5178,11
7856410030,05/05/2014,1030000,5,2.75,972.3,5157.2,1,0,3,3,9,1690,1500,1976,0,98006,47.5641,-122.16,3100,13100,8
7893805650,05/05/2014,210000,5,2,624.8,3109,1,0,0,3,6,1430,620,1956,0,98198,47.4136,-122.333,1940,8625,5
8138870530,05/05/2014,419190,2,2.5,484.6,434.6,2,0,0,3,8,1590,0,2014,0,98029,47.5441,-122.013,1590,1426,8
8146100325,05/05/2014,787000,3,1.75,405.4,2286,1,0,0,3,8,1330,0,1961,0,98004,47.6074,-122.195,1690,7800,3
8562710250,05/05/2014,890000,4,4.25,1347.2,1752.6,2,0,0,3,10,3410,1010,2006,0,98027,47.5404,-122.073,4420,5750,1
8562710520,05/05/2014,890000,5,3.5,1368.6,1828.8,2,0,0,3,10,3200,1290,2006,0,98027,47.5396,-122.073,4530,6000,1
8648900060,05/05/2014,509900,3,2.5,545.6,823,2,0,0,3,8,1790,0,2010,0,98027,47.564,-122.093,1890,3078,11
8648900110,05/05/2014,555000,3,2.5,591.3,978.7,2,0,0,3,8,1940,0,2009,0,98027,47.5644,-122.093,1880,3078,11
8651402920,05/05/2014,219900,4,1.5,341.4,1654.1,1,0,0,3,6,1120,0,1969,2014,98042,47.3628,-122.087,1150,5304,11
8653900150,05/05/2014,800000,3,2.5,987.6,2394.8,2,0,0,3,10,3240,0,1994,0,98075,47.5857,-122.038,2970,7857,1
8691330310,05/05/2014,865000,4,3,1124.7,3015.1,2,0,0,3,10,3690,0,1998,0,98075,47.5937,-121.982,3430,11294,9
9187200285,05/05/2014,823000,6,1.75,890,1524,2.5,0,0,4,9,2780,140,1908,0,98122,47.6024,-122.295,2020,5000,4
9268851800,05/05/2014,415000,3,2.25,493.8,304.2,2.5,0,0,3,8,1540,80,2010,0,98027,47.5401,-122.027,1620,1299,1
9512000140,05/05/2014,755000,4,2.5,646.2,3109.6,1,0,0,4,7,1620,500,1960,0,98005,47.5858,-122.17,1570,10762,1
9578090050,05/05/2014,830000,4,2.5,1036.3,2954.1,2,0,0,3,9,3400,0,2007,0,98052,47.708,-122.109,3070,7375,11
9822700255,05/05/2014,670000,3,2.5,512.1,609.6,3,0,0,3,9,1680,0,1909,1998,98105,47.6604,-122.29,1950,5000,1
9828700200,05/05/2014,831000,4,3,661.4,1219.2,2,0,0,4,9,1610,560,1982,2011,98112,47.6196,-122.292,1670,4000,11
9828700900,05/05/2014,549000,2,1,347.5,1645.9,1,0,0,5,7,1140,0,1908,0,98112,47.6205,-122.294,1520,4800,1
40000362,06/05/2014,78000,2,1,237.7,4981.7,1,0,0,1,5,780,0,1942,0,98168,47.4739,-122.28,1700,10387,6
109200730,06/05/2014,218000,3,1.75,563.9,2342.1,1,0,0,3,8,1320,530,1979,0,98023,47.2975,-122.37,1940,7630,7
114100745,06/05/2014,475000,6,3,1057.7,35848.1,1.5,0,0,3,7,3470,0,1924,0,98028,47.7663,-122.234,2120,17100,10
226039075,06/05/2014,655500,4,3.5,1030.2,2539,2,0,0,3,8,3380,0,2000,0,98177,47.7741,-122.379,2220,8330,7
524059063,06/05/2014,1800000,5,5,1368.6,3133,2,0,0,3,10,3930,560,2013,0,98004,47.5974,-122.202,2490,10279,7
534000075,06/05/2014,329350,2,1,219.5,2038.2,1,0,0,3,6,720,0,1942,0,98117,47.7001,-122.362,840,6687,11
579002870,06/05/2014,612500,4,2,627.9,1524,1,0,0,3,7,1030,1030,1949,2013,98117,47.6992,-122.379,1280,5000,7
751000060,06/05/2014,353000,3,1,411.5,2359.2,1,0,0,4,6,860,490,1947,0,98125,47.7098,-122.291,1130,7740,10
871001980,06/05/2014,910000,3,3.5,920.5,1244.2,2,0,0,3,9,2080,940,1954,2004,98199,47.651,-122.409,2060,5102,6
993000327,06/05/2014,369950,3,2,387.1,402.3,3,0,0,3,8,1270,0,2006,0,98103,47.6937,-122.342,1370,1320,9
1023059365,06/05/2014,520000,3,2.5,749.8,16728.9,2,0,0,4,8,2460,0,1980,0,98059,47.4996,-122.146,2770,21407,11
1068000520,06/05/2014,1225000,4,2.25,1063.8,2104.9,2,0,0,4,10,2280,1210,1928,0,98199,47.6424,-122.407,2540,6223,11
1223089050,06/05/2014,280000,3,1.75,496.8,3596.6,1,0,0,4,7,1630,0,1971,0,98045,47.4863,-121.73,2090,57428,11
1283800110,06/05/2014,776000,4,2.5,926.6,1958.3,2,0,0,3,8,3040,0,2008,0,98052,47.6788,-122.117,3040,7800,5
1524059027,06/05/2014,675000,2,1,283.5,11118.5,1,0,2,3,6,930,0,1951,0,98006,47.5699,-122.164,2800,11141,5
1623300160,06/05/2014,450000,2,2,335.3,914.4,1.5,0,0,3,7,1100,0,1912,2005,98117,47.6797,-122.362,1390,4000,4
1623300765,06/05/2014,469000,2,1,313.9,1341.1,1,0,0,3,7,1030,0,1924,0,98117,47.681,-122.361,1400,4200,1
1624049293,06/05/2014,390000,5,3.75,880.9,1524,1,0,0,3,7,1310,1580,2006,0,98108,47.5701,-122.296,1930,5117,11
1626069253,06/05/2014,483500,4,2.5,835.2,13939.1,2,0,0,3,8,2740,0,1995,0,98077,47.74,-122.048,2080,43560,4
1777600230,06/05/2014,610000,4,3,746.8,3083.7,1,0,0,5,8,1580,870,1967,0,98006,47.5694,-122.132,2530,10125,1
1788700230,06/05/2014,191000,3,1.5,243.8,2697.5,1,0,0,4,6,800,0,1959,0,98023,47.3266,-122.348,820,8775,6
1829300210,06/05/2014,762300,4,2.5,1182.6,4434.8,2,0,0,3,10,3880,0,1987,0,98074,47.6378,-122.04,3240,14045,7
1843130980,06/05/2014,284000,4,2.5,609.6,1642.9,2,0,0,3,7,2000,0,2003,0,98042,47.3732,-122.129,2330,5390,9
1952000150,06/05/2014,530000,5,2.5,887,2937.1,1,0,0,4,7,1690,1220,1964,0,98008,47.5803,-122.119,2830,10385,11
1954400060,06/05/2014,515000,3,2.5,545.6,2184.5,2,0,0,3,8,1790,0,1989,0,98074,47.6176,-122.045,1680,7418,3
1995200200,06/05/2014,313950,3,1,460.2,1854.1,1,0,0,4,6,860,650,1940,0,98115,47.6966,-122.324,1510,5712,1
2025049161,06/05/2014,1050000,3,2.5,670.6,600.5,2,0,0,3,9,1610,590,2008,0,98102,47.6426,-122.327,1890,3505,4
2324800350,06/05/2014,860000,4,2,1140,9880.7,2,0,0,3,9,3740,0,2000,0,98053,47.6728,-122.012,3180,32417,5
2436200715,06/05/2014,484000,2,1.75,506,1828.8,1,0,0,3,7,1160,500,1942,0,98105,47.6624,-122.291,1660,4000,11
2558700090,06/05/2014,455000,5,2.5,682.8,2368.3,1,0,0,3,7,1340,900,1978,0,98034,47.7198,-122.171,1820,7770,1
2688100075,06/05/2014,488000,5,2,615.7,1524,1.5,0,0,4,7,2020,0,1938,0,98117,47.6949,-122.37,1510,6600,6
2742100009,06/05/2014,385000,3,1.75,579.1,1682.5,1,0,0,3,7,1280,620,1982,0,98118,47.5549,-122.292,1330,5196,1
2771600350,06/05/2014,575000,3,1.75,649.2,1981.2,1,0,2,3,8,1170,960,1954,0,98199,47.6424,-122.386,2020,5000,5
2923049372,06/05/2014,362000,3,2.25,499.9,4381.2,1,0,0,4,7,1140,500,1963,0,98148,47.4476,-122.332,2020,10500,6
3176100110,06/05/2014,650000,3,1.5,496.8,2278.4,1,0,1,3,7,1160,470,1940,0,98115,47.6725,-122.272,2320,7475,11
3205100130,06/05/2014,387000,3,1,374.9,2916.3,1,0,0,5,7,1230,0,1962,0,98056,47.539,-122.179,1270,9575,7
